date,daily_ave
2005-05-27T00:00:00Z,2595.5416666666665
2005-05-28T00:00:00Z,2540.9583333333335
2005-05-29T00:00:00Z,2432.4166666666665
2005-05-30T00:00:00Z,2789.6666666666665
2005-05-31T00:00:00Z,2651
2005-06-01T00:00:00Z,2315.625
2005-06-02T00:00:00Z,2381.9583333333335
2005-06-03T00:00:00Z,2340.4166666666665
2005-06-04T00:00:00Z,2976
2005-06-05T00:00:00Z,3698.0416666666665
2005-06-06T00:00:00Z,3872
2005-06-07T00:00:00Z,3535.375
2005-06-08T00:00:00Z,3579.25
2005-06-09T00:00:00Z,3232.0416666666665
2005-06-10T00:00:00Z,3455.7083333333335
2005-06-11T00:00:00Z,3609.2916666666665
2005-06-12T00:00:00Z,3576.6666666666665
2005-06-13T00:00:00Z,3659.9166666666665
2005-06-14T00:00:00Z,4188.625
2005-06-15T00:00:00Z,4066.625
2005-06-16T00:00:00Z,3483.9166666666665
2005-06-17T00:00:00Z,3063.6666666666665
2005-06-18T00:00:00Z,3032.2916666666665
2005-06-19T00:00:00Z,3089.6666666666665
2005-06-20T00:00:00Z,2888.0833333333335
2005-06-21T00:00:00Z,2995.0833333333335
2005-06-22T00:00:00Z,3269.3333333333335
2005-06-23T00:00:00Z,3447
2005-06-24T00:00:00Z,3541.3333333333335
2005-06-25T00:00:00Z,3617.375
2005-06-26T00:00:00Z,3694.0416666666665
2005-06-27T00:00:00Z,3829.2916666666665
2005-06-28T00:00:00Z,3281.4583333333335
2005-06-29T00:00:00Z,3464.375
2005-06-30T00:00:00Z,4124
2005-07-01T00:00:00Z,4117.25
2005-07-02T00:00:00Z,3935.375
2005-07-03T00:00:00Z,3514.3333333333335
2005-07-04T00:00:00Z,3593.2916666666665
2005-07-05T00:00:00Z,3884.0416666666665
2005-07-06T00:00:00Z,4054.4166666666665
2005-07-07T00:00:00Z,2978.7083333333335
2005-07-08T00:00:00Z,3546.75
2005-07-09T00:00:00Z,3935.6666666666665
2005-07-10T00:00:00Z,4219
2005-07-11T00:00:00Z,3767.5833333333335
2005-07-12T00:00:00Z,4375.708333333333
2005-07-13T00:00:00Z,3952.25
2005-07-14T00:00:00Z,3470.6666666666665
2005-07-15T00:00:00Z,3693.9583333333335
2005-07-16T00:00:00Z,4223.208333333333
2005-07-17T00:00:00Z,4582
2005-07-18T00:00:00Z,4380.375
2005-07-19T00:00:00Z,4504.291666666667
2005-07-20T00:00:00Z,4619.041666666667
2005-07-21T00:00:00Z,4483.291666666667
2005-07-22T00:00:00Z,4421.291666666667
2005-07-23T00:00:00Z,4525.041666666667
2005-07-24T00:00:00Z,4260.916666666667
2005-07-25T00:00:00Z,4879
2005-07-26T00:00:00Z,5041.625
2005-07-27T00:00:00Z,5196.083333333333
2005-07-28T00:00:00Z,3888
2005-07-29T00:00:00Z,2992.75
2005-07-30T00:00:00Z,3644.0416666666665
2005-07-31T00:00:00Z,3433.25
2005-08-01T00:00:00Z,3720.7083333333335
2005-08-02T00:00:00Z,4088.3333333333335
2005-08-03T00:00:00Z,4364.666666666667
2005-08-04T00:00:00Z,4440
2005-08-05T00:00:00Z,4444.041666666667
2005-08-06T00:00:00Z,4261.666666666667
2005-08-07T00:00:00Z,3751.375
2005-08-08T00:00:00Z,3619.0416666666665
2005-08-09T00:00:00Z,3797.0833333333335
2005-08-10T00:00:00Z,3865.3333333333335
2005-08-11T00:00:00Z,4455.708333333333
2005-08-12T00:00:00Z,4539.708333333333
2005-08-13T00:00:00Z,4767.625
2005-08-14T00:00:00Z,4805.708333333333
2005-08-15T00:00:00Z,4497.625
2005-08-16T00:00:00Z,4419.625
2005-08-17T00:00:00Z,3687.5833333333335
2005-08-18T00:00:00Z,3201.2916666666665
2005-08-19T00:00:00Z,4062.3333333333335
2005-08-20T00:00:00Z,4501.583333333333
2005-08-21T00:00:00Z,4811.666666666667
2005-08-22T00:00:00Z,4075.0833333333335
2005-08-23T00:00:00Z,3287.3333333333335
2005-08-24T00:00:00Z,3617.7083333333335
2005-08-25T00:00:00Z,3480.0416666666665
2005-08-26T00:00:00Z,3252.0416666666665
2005-08-27T00:00:00Z,3525.5833333333335
2005-08-28T00:00:00Z,3818.2916666666665
2005-08-29T00:00:00Z,3558.7083333333335
2005-08-30T00:00:00Z,3936.0416666666665
2005-08-31T00:00:00Z,3998.3333333333335
2005-09-01T00:00:00Z,3556.625
2005-09-02T00:00:00Z,3602.4166666666665
2005-09-03T00:00:00Z,3648.2916666666665
2005-09-04T00:00:00Z,3315.7083333333335
2005-09-05T00:00:00Z,3268.9583333333335
2005-09-06T00:00:00Z,2936.25
2005-09-07T00:00:00Z,2887.5
2005-09-08T00:00:00Z,2976.3333333333335
2005-09-09T00:00:00Z,2983.625
2005-09-10T00:00:00Z,3282.625
2005-09-11T00:00:00Z,3232
2005-09-12T00:00:00Z,2978.3333333333335
2005-09-13T00:00:00Z,3216.375
2005-09-14T00:00:00Z,3489.875
2005-09-15T00:00:00Z,3789.3333333333335
2005-09-16T00:00:00Z,3459.7916666666665
2005-09-17T00:00:00Z,3653.9583333333335
2005-09-18T00:00:00Z,3734.625
2005-09-19T00:00:00Z,3467.3333333333335
2005-09-20T00:00:00Z,3531.2916666666665
2005-09-21T00:00:00Z,3369.0416666666665
2005-09-22T00:00:00Z,3195.0833333333335
2005-09-23T00:00:00Z,3607.75
2005-09-24T00:00:00Z,3070.25
2005-09-25T00:00:00Z,3143.9583333333335
2005-09-26T00:00:00Z,2980.625
2005-09-27T00:00:00Z,3073.75
2005-09-28T00:00:00Z,2815.0416666666665
2005-09-29T00:00:00Z,2624.0416666666665
2005-09-30T00:00:00Z,2298
2005-10-01T00:00:00Z,2727
2005-10-02T00:00:00Z,2940.4166666666665
2005-10-03T00:00:00Z,2638.0833333333335
2005-10-04T00:00:00Z,2678.4583333333335
2005-10-05T00:00:00Z,2651.3333333333335
2005-10-06T00:00:00Z,2775
2005-10-07T00:00:00Z,2751.625
2005-10-08T00:00:00Z,2898.75
2005-10-09T00:00:00Z,2689.9583333333335
2005-10-10T00:00:00Z,2464.3333333333335
2005-10-11T00:00:00Z,2431.375
2005-10-12T00:00:00Z,2369.4166666666665
2005-10-13T00:00:00Z,2457.5416666666665
2005-10-14T00:00:00Z,2401.5416666666665
2005-10-15T00:00:00Z,2555.375
2005-10-16T00:00:00Z,2528.4166666666665
2005-10-17T00:00:00Z,2458.7083333333335
2005-10-18T00:00:00Z,2483.625
2005-10-19T00:00:00Z,2493.375
2005-10-20T00:00:00Z,2687.4166666666665
2005-10-21T00:00:00Z,2301.3333333333335
2005-10-22T00:00:00Z,2509.7916666666665
2005-10-23T00:00:00Z,2797.9166666666665
2005-10-24T00:00:00Z,3225.2916666666665
2005-10-25T00:00:00Z,3492.375
2005-10-26T00:00:00Z,3206.75
2005-10-27T00:00:00Z,3481.0416666666665
2005-10-28T00:00:00Z,3085.625
2005-10-29T00:00:00Z,3546.0416666666665
2005-10-30T00:00:00Z,3549.125
2005-10-31T00:00:00Z,2979.5833333333335
2005-11-01T00:00:00Z,2870.5416666666665
2005-11-02T00:00:00Z,2717.0416666666665
2005-11-03T00:00:00Z,3140.0833333333335
2005-11-04T00:00:00Z,2735.6666666666665
2005-11-05T00:00:00Z,2670
2005-11-06T00:00:00Z,2612.875
2005-11-07T00:00:00Z,2473.9583333333335
2005-11-08T00:00:00Z,2635.5833333333335
2005-11-09T00:00:00Z,2422.0416666666665
2005-11-10T00:00:00Z,2537.2916666666665
2005-11-11T00:00:00Z,3559
2005-11-12T00:00:00Z,3596.0416666666665
2005-11-13T00:00:00Z,3190.0416666666665
2005-11-14T00:00:00Z,2534.75
2005-11-15T00:00:00Z,2366.7083333333335
2005-11-16T00:00:00Z,2411.9583333333335
2005-11-17T00:00:00Z,3698.625
2005-11-18T00:00:00Z,4450.375
2005-11-19T00:00:00Z,4506.291666666667
2005-11-20T00:00:00Z,3540.9583333333335
2005-11-21T00:00:00Z,3385.9583333333335
2005-11-22T00:00:00Z,3875.7083333333335
2005-11-23T00:00:00Z,4707.25
2005-11-24T00:00:00Z,3891.7083333333335
2005-11-25T00:00:00Z,4525.625
2005-11-26T00:00:00Z,4766.958333333333
2005-11-27T00:00:00Z,4733.708333333333
2005-11-28T00:00:00Z,3391.2916666666665
2005-11-29T00:00:00Z,2545.375
2005-11-30T00:00:00Z,3358.875
2005-12-01T00:00:00Z,3873
2005-12-02T00:00:00Z,4060.625
2005-12-03T00:00:00Z,4547.625
2005-12-04T00:00:00Z,3730.375
2005-12-05T00:00:00Z,4588
2005-12-06T00:00:00Z,4771.416666666667
2005-12-07T00:00:00Z,5103.416666666667
2005-12-08T00:00:00Z,5241.333333333333
2005-12-09T00:00:00Z,4775.291666666667
2005-12-10T00:00:00Z,5373.083333333333
2005-12-11T00:00:00Z,5055.375
2005-12-12T00:00:00Z,4329.666666666667
2005-12-13T00:00:00Z,4973.083333333333
2005-12-14T00:00:00Z,5773.916666666667
2005-12-15T00:00:00Z,4970.583333333333
2005-12-16T00:00:00Z,3616.6666666666665
2005-12-17T00:00:00Z,5183.333333333333
2005-12-18T00:00:00Z,4630
2005-12-19T00:00:00Z,4980.333333333333
2005-12-20T00:00:00Z,5413.666666666667
2005-12-21T00:00:00Z,5447.333333333333
2005-12-22T00:00:00Z,5423.25
2005-12-23T00:00:00Z,5094
2005-12-24T00:00:00Z,4840.375
2005-12-25T00:00:00Z,4384.333333333333
2005-12-26T00:00:00Z,4438.333333333333
2005-12-27T00:00:00Z,4552.375
2005-12-28T00:00:00Z,4281.041666666667
2005-12-29T00:00:00Z,3676.375
2005-12-30T00:00:00Z,4144.416666666667
2005-12-31T00:00:00Z,4154.458333333333
2006-01-01T00:00:00Z,4034.2916666666665
2006-01-02T00:00:00Z,4337.375
2006-01-03T00:00:00Z,3448.0416666666665
2006-01-04T00:00:00Z,3460.3333333333335
2006-01-05T00:00:00Z,3575.9583333333335
2006-01-06T00:00:00Z,4308.958333333333
2006-01-07T00:00:00Z,5275.666666666667
2006-01-08T00:00:00Z,4534.75
2006-01-09T00:00:00Z,3169.625
2006-01-10T00:00:00Z,3298.0416666666665
2006-01-11T00:00:00Z,3263.5833333333335
2006-01-12T00:00:00Z,3386.75
2006-01-13T00:00:00Z,3475
2006-01-14T00:00:00Z,4371.625
2006-01-15T00:00:00Z,4604.25
2006-01-16T00:00:00Z,4140.958333333333
2006-01-17T00:00:00Z,3522.625
2006-01-18T00:00:00Z,3665.625
2006-01-19T00:00:00Z,4090
2006-01-20T00:00:00Z,3478.875
2006-01-21T00:00:00Z,3637
2006-01-22T00:00:00Z,4269.625
2006-01-23T00:00:00Z,4254.666666666667
2006-01-24T00:00:00Z,3348.6666666666665
2006-01-25T00:00:00Z,4078.75
2006-01-26T00:00:00Z,4589.375
2006-01-27T00:00:00Z,4660.333333333333
2006-01-28T00:00:00Z,4099
2006-01-29T00:00:00Z,3575.4166666666665
2006-01-30T00:00:00Z,2963.6666666666665
2006-01-31T00:00:00Z,3618.7083333333335
2006-02-01T00:00:00Z,4367.375
2006-02-02T00:00:00Z,3938.9166666666665
2006-02-03T00:00:00Z,3027.0416666666665
2006-02-04T00:00:00Z,3551.4166666666665
2006-02-05T00:00:00Z,4592
2006-02-06T00:00:00Z,4695.291666666667
2006-02-07T00:00:00Z,4109.291666666667
2006-02-08T00:00:00Z,4685.416666666667
2006-02-09T00:00:00Z,4597.125
2006-02-10T00:00:00Z,4783
2006-02-11T00:00:00Z,4886.583333333333
2006-02-12T00:00:00Z,5009
2006-02-13T00:00:00Z,5084.916666666667
2006-02-14T00:00:00Z,4415.333333333333
2006-02-15T00:00:00Z,3625.3333333333335
2006-02-16T00:00:00Z,3206
2006-02-17T00:00:00Z,2744.7916666666665
2006-02-18T00:00:00Z,4521.625
2006-02-19T00:00:00Z,5288.291666666667
2006-02-20T00:00:00Z,4265.208333333333
2006-02-21T00:00:00Z,3474.7916666666665
2006-02-22T00:00:00Z,3718.6666666666665
2006-02-23T00:00:00Z,3354.625
2006-02-24T00:00:00Z,3561.0416666666665
2006-02-25T00:00:00Z,4064.2916666666665
2006-02-26T00:00:00Z,4330.625
2006-02-27T00:00:00Z,4565.041666666667
2006-02-28T00:00:00Z,3133.7083333333335
2006-03-01T00:00:00Z,2684.1666666666665
2006-03-02T00:00:00Z,2593.2916666666665
2006-03-03T00:00:00Z,3367
2006-03-04T00:00:00Z,4216.666666666667
2006-03-05T00:00:00Z,3896.375
2006-03-06T00:00:00Z,3566.5833333333335
2006-03-07T00:00:00Z,3402.7083333333335
2006-03-08T00:00:00Z,3673.7083333333335
2006-03-09T00:00:00Z,2817.7083333333335
2006-03-10T00:00:00Z,2374.0416666666665
2006-03-11T00:00:00Z,2567.2916666666665
2006-03-12T00:00:00Z,2606.625
2006-03-13T00:00:00Z,2496.6666666666665
2006-03-14T00:00:00Z,2436.9166666666665
2006-03-15T00:00:00Z,3022.75
2006-03-16T00:00:00Z,2901.5416666666665
2006-03-17T00:00:00Z,2810.375
2006-03-18T00:00:00Z,3507.75
2006-03-19T00:00:00Z,3749.7083333333335
2006-03-20T00:00:00Z,3993.5833333333335
2006-03-21T00:00:00Z,4207.041666666667
2006-03-22T00:00:00Z,3829.0416666666665
2006-03-23T00:00:00Z,3696.375
2006-03-24T00:00:00Z,3493.5833333333335
2006-03-25T00:00:00Z,3862.6666666666665
2006-03-26T00:00:00Z,4325.25
2006-03-27T00:00:00Z,3613.7083333333335
2006-03-28T00:00:00Z,3177
2006-03-29T00:00:00Z,2859
2006-03-30T00:00:00Z,2850.9583333333335
2006-03-31T00:00:00Z,2396.2916666666665
2006-04-01T00:00:00Z,2602
2006-04-02T00:00:00Z,2657.391304347826
2006-04-03T00:00:00Z,2382.7083333333335
2006-04-04T00:00:00Z,2473.9166666666665
2006-04-05T00:00:00Z,2610.5416666666665
2006-04-06T00:00:00Z,2649.9166666666665
2006-04-07T00:00:00Z,2411.2916666666665
2006-04-08T00:00:00Z,2455.75
2006-04-09T00:00:00Z,2790.2083333333335
2006-04-10T00:00:00Z,2930.0833333333335
2006-04-11T00:00:00Z,2642.5416666666665
2006-04-12T00:00:00Z,2365.4166666666665
2006-04-13T00:00:00Z,2473.25
2006-04-14T00:00:00Z,2559.3333333333335
2006-04-15T00:00:00Z,3261.9583333333335
2006-04-16T00:00:00Z,3304.9583333333335
2006-04-17T00:00:00Z,2461.3333333333335
2006-04-18T00:00:00Z,2528.9583333333335
2006-04-19T00:00:00Z,2344.7083333333335
2006-04-20T00:00:00Z,2544.3333333333335
2006-04-21T00:00:00Z,2343.3333333333335
2006-04-22T00:00:00Z,2474.375
2006-04-23T00:00:00Z,2584
2006-04-24T00:00:00Z,2482.5416666666665
2006-04-25T00:00:00Z,2602.375
2006-04-26T00:00:00Z,2349.25
2006-04-27T00:00:00Z,2433.6666666666665
2006-04-28T00:00:00Z,2448
2006-04-29T00:00:00Z,2575.375
2006-04-30T00:00:00Z,2597.2916666666665
2006-05-01T00:00:00Z,2553.625
2006-05-02T00:00:00Z,2490.625
2006-05-03T00:00:00Z,2321.375
2006-05-04T00:00:00Z,2627
2006-05-05T00:00:00Z,2369.5833333333335
2006-05-06T00:00:00Z,2688.0416666666665
2006-05-07T00:00:00Z,2648.0416666666665
2006-05-08T00:00:00Z,2773.625
2006-05-09T00:00:00Z,2506.5833333333335
2006-05-10T00:00:00Z,2390.1666666666665
2006-05-11T00:00:00Z,2304.2083333333335
2006-05-12T00:00:00Z,2351.7083333333335
2006-05-13T00:00:00Z,2545.0833333333335
2006-05-14T00:00:00Z,2407.9583333333335
2006-05-15T00:00:00Z,2451.0833333333335
2006-05-16T00:00:00Z,2498
2006-05-17T00:00:00Z,2434.375
2006-05-18T00:00:00Z,2305.9583333333335
2006-05-19T00:00:00Z,2354.5833333333335
2006-05-20T00:00:00Z,2587.3333333333335
2006-05-21T00:00:00Z,2782.9583333333335
2006-05-22T00:00:00Z,2458.0416666666665
2006-05-23T00:00:00Z,2453.375
2006-05-24T00:00:00Z,2513.375
2006-05-25T00:00:00Z,2859.0833333333335
2006-05-26T00:00:00Z,3145.6666666666665
2006-05-27T00:00:00Z,3380.0833333333335
2006-05-28T00:00:00Z,3524.25
2006-05-29T00:00:00Z,3857
2006-05-30T00:00:00Z,3902.6666666666665
2006-05-31T00:00:00Z,3865.6666666666665
2006-06-01T00:00:00Z,3612.9583333333335
2006-06-02T00:00:00Z,3346.6666666666665
2006-06-03T00:00:00Z,3264.5833333333335
2006-06-04T00:00:00Z,2993.6666666666665
2006-06-05T00:00:00Z,2497.9583333333335
2006-06-06T00:00:00Z,2559.3333333333335
2006-06-07T00:00:00Z,2904.375
2006-06-08T00:00:00Z,2575.625
2006-06-09T00:00:00Z,2975.0833333333335
2006-06-10T00:00:00Z,3170
2006-06-11T00:00:00Z,3140.3333333333335
2006-06-12T00:00:00Z,2872.6666666666665
2006-06-13T00:00:00Z,2925.0416666666665
2006-06-14T00:00:00Z,2685.625
2006-06-15T00:00:00Z,2978.2916666666665
2006-06-16T00:00:00Z,3188.9583333333335
2006-06-17T00:00:00Z,3608
2006-06-18T00:00:00Z,3722.6666666666665
2006-06-19T00:00:00Z,3517.5416666666665
2006-06-20T00:00:00Z,3890.7916666666665
2006-06-21T00:00:00Z,4158.25
2006-06-22T00:00:00Z,4406.375
2006-06-23T00:00:00Z,4212.416666666667
2006-06-24T00:00:00Z,3821
2006-06-25T00:00:00Z,3751.2916666666665
2006-06-26T00:00:00Z,3559.9583333333335
2006-06-27T00:00:00Z,3078.7083333333335
2006-06-28T00:00:00Z,3764.25
2006-06-29T00:00:00Z,3519.75
2006-06-30T00:00:00Z,3423.25
2006-07-01T00:00:00Z,3746.9583333333335
2006-07-02T00:00:00Z,4276.416666666667
2006-07-03T00:00:00Z,4394.958333333333
2006-07-04T00:00:00Z,4525.416666666667
2006-07-05T00:00:00Z,3744.0416666666665
2006-07-06T00:00:00Z,3196
2006-07-07T00:00:00Z,2979.875
2006-07-08T00:00:00Z,3082.75
2006-07-09T00:00:00Z,3101.4166666666665
2006-07-10T00:00:00Z,3686.7916666666665
2006-07-11T00:00:00Z,4018.625
2006-07-12T00:00:00Z,4427.708333333333
2006-07-13T00:00:00Z,4326.375
2006-07-14T00:00:00Z,3924.4583333333335
2006-07-15T00:00:00Z,3989.2916666666665
2006-07-16T00:00:00Z,4359.708333333333
2006-07-17T00:00:00Z,4420.75
2006-07-18T00:00:00Z,4494.708333333333
2006-07-19T00:00:00Z,4306.333333333333
2006-07-20T00:00:00Z,4127.791666666667
2006-07-21T00:00:00Z,4253.333333333333
2006-07-22T00:00:00Z,4303.666666666667
2006-07-23T00:00:00Z,3862.875
2006-07-24T00:00:00Z,3765.4166666666665
2006-07-25T00:00:00Z,3466.4166666666665
2006-07-26T00:00:00Z,4073.9166666666665
2006-07-27T00:00:00Z,4308.291666666667
2006-07-28T00:00:00Z,4547
2006-07-29T00:00:00Z,4232.291666666667
2006-07-30T00:00:00Z,4523.083333333333
2006-07-31T00:00:00Z,4769.625
2006-08-01T00:00:00Z,5039.291666666667
2006-08-02T00:00:00Z,5088
2006-08-03T00:00:00Z,5006.416666666667
2006-08-04T00:00:00Z,4984.708333333333
2006-08-05T00:00:00Z,4563.416666666667
2006-08-06T00:00:00Z,4391.25
2006-08-07T00:00:00Z,4654.041666666667
2006-08-08T00:00:00Z,4455.333333333333
2006-08-09T00:00:00Z,4101.333333333333
2006-08-10T00:00:00Z,4466.625
2006-08-11T00:00:00Z,3339.375
2006-08-12T00:00:00Z,3031.6666666666665
2006-08-13T00:00:00Z,3494.4583333333335
2006-08-14T00:00:00Z,3735
2006-08-15T00:00:00Z,3917.5416666666665
2006-08-16T00:00:00Z,4069
2006-08-17T00:00:00Z,3746.75
2006-08-18T00:00:00Z,3620.75
2006-08-19T00:00:00Z,4033.6666666666665
2006-08-20T00:00:00Z,4363.958333333333
2006-08-21T00:00:00Z,4044.0416666666665
2006-08-22T00:00:00Z,4057.375
2006-08-23T00:00:00Z,4180.083333333333
2006-08-24T00:00:00Z,3932.7083333333335
2006-08-25T00:00:00Z,3910
2006-08-26T00:00:00Z,4244.333333333333
2006-08-27T00:00:00Z,4306.583333333333
2006-08-28T00:00:00Z,4426.041666666667
2006-08-29T00:00:00Z,4742.708333333333
2006-08-30T00:00:00Z,3864.375
2006-08-31T00:00:00Z,3004.2916666666665
2006-09-01T00:00:00Z,2455.9583333333335
2006-09-02T00:00:00Z,3152.0416666666665
2006-09-03T00:00:00Z,3573.25
2006-09-04T00:00:00Z,2967.3333333333335
2006-09-05T00:00:00Z,2817.625
2006-09-06T00:00:00Z,3021.25
2006-09-07T00:00:00Z,2678.9583333333335
2006-09-08T00:00:00Z,2901.5833333333335
2006-09-09T00:00:00Z,3306
2006-09-10T00:00:00Z,3265.375
2006-09-11T00:00:00Z,2702.6666666666665
2006-09-12T00:00:00Z,2522.4166666666665
2006-09-13T00:00:00Z,2433.4166666666665
2006-09-14T00:00:00Z,2655.6666666666665
2006-09-15T00:00:00Z,2639.7083333333335
2006-09-16T00:00:00Z,2927.75
2006-09-17T00:00:00Z,3111.0833333333335
2006-09-18T00:00:00Z,3097.9583333333335
2006-09-19T00:00:00Z,3135.2916666666665
2006-09-20T00:00:00Z,2506.4166666666665
